;zcrAvg;changeSign;energyValue;rmseValue;centAvg;mfcc1;mfcc2;mfcc3;mfcc4;mfcc5;mfcc6;mfcc7;mfcc8;mfcc9;mfcc10;mfcc11;mfcc12;mfcc13;mfcc14;mfcc15;mfcc16;mfcc17;mfcc18;mfcc19;mfcc20;mfcc21;mfcc22;mfcc23;mfcc24;mfcc25;mfcc26;mfcc27;mfcc28;mfcc29;mfcc30;mfcc31;mfcc32;mfcc33;mfcc34;mfcc35;mfcc36;mfcc37;mfcc38;mfcc39;mfcc40;rolloff;mfcc_delta1;mfcc_delta2;mfcc_delta3;mfcc_delta4;mfcc_delta5;mfcc_delta6;mfcc_delta7;mfcc_delta8;mfcc_delta9;mfcc_delta10;mfcc_delta11;mfcc_delta12;mfcc_delta13;mfcc_delta14;mfcc_delta15;mfcc_delta16;mfcc_delta17;mfcc_delta18;mfcc_delta19;mfcc_delta20;mfcc_delta21;mfcc_delta22;mfcc_delta23;mfcc_delta24;mfcc_delta25;mfcc_delta26;mfcc_delta27;mfcc_delta28;mfcc_delta29;mfcc_delta30;mfcc_delta31;mfcc_delta32;mfcc_delta33;mfcc_delta34;mfcc_delta35;mfcc_delta36;mfcc_delta37;mfcc_delta38;mfcc_delta39;mfcc_delta40;chroma_stft1;chroma_stft2;chroma_stft3;chroma_stft4;chroma_stft5;chroma_stft6;chroma_stft7;chroma_stft8;chroma_stft9;chroma_stft10;chroma_stft11;chroma_stft12;spectral_flux;spectral_bandwidth_2;spectral_bandwidth_3;spectral_bandwidth_4
mfcc_delta5;0.0061135011670637365;0.010013835939189083;0.0007325532986373461;-0.04803390586884896;0.0006165170005542639;0.0062053841233952476;0.01720673857607846;-0.0021634373627636956;0.033220046986752266;0.02213205996314044;0.05429714887384344;0.024710009950338764;0.04494905663703597;0.01686185899992896;0.013602200684512651;0.003745673145498981;-0.005740850864467058;-0.01843432734469471;-0.027943604891584744;-0.04913148924672035;-0.025156290580141114;-0.007509384391646023;0.023056311882803236;0.00401497346137213;0.03291818161215953;0.01687437530246703;0.01737229215548085;-0.015792357051669585;-0.00827059351150366;-0.02733065437236545;-0.028947476411674757;-0.03753921091074126;-0.010820277869653071;-0.006407215154641668;-0.015498878192967403;-0.039072456375289805;-0.03135990371020692;-0.009315092016871794;0.03438249749981827;0.026400562171700205;-0.023602755887886497;-0.05298782081927914;-0.051966647951627094;0.008018777576484235;0.038757215034634196;-0.0007653403518640286;-0.4269496671672789;-0.2135177827263202;0.3055520473417147;0.24903167285402908;1.0;0.1695625298701263;0.4128283615633214;0.13338455849106817;0.22248173772491048;0.04229934253723773;0.3218564189701522;0.1676973949816055;-0.14398120207235682;0.11089130667254142;0.1836300211685541;0.17832517603567036;0.10890827372528934;-0.1289857353368476;-0.2166707007428941;-0.18715089143442049;-0.08389596729065803;0.06078818031709918;0.0036250795656240426;0.04458982194157158;0.10298051328629947;0.003577542942235383;-0.09547513987294237;0.050331174823279944;0.03083880025894605;-0.049156189904970005;-0.06244979451390771;-0.07305155808687286;-0.12592754301318507;-0.1133572143720193;-0.05372548909369301;-0.254042825689296;0.04762026208050625;0.12611942067356965;0.12929311851011985;0.004225420975837612;0.0020777068293874;-0.03571290426110114;-0.03208587948947962;-0.004894898173914408;-0.016602641751370467;-0.011751491549764806;-0.012530028933586835;-0.0065818781431104785;0.0026111083912341835;-0.02190408869986731;-0.01033255543590918;0.018050908746087002;-0.06897837251727927;0.008431926352511757;0.012798188881478639;0.016540194542111475
mfcc_delta6;0.03738646321971819;0.04343575889297652;0.008195570083074638;-0.08923236206135367;0.03876656167161289;0.001243447618415474;-0.009260688724476728;0.0009778177020881313;0.062453115867353234;0.050867596713835235;0.07837261783953559;0.01831088079794012;0.09059915816985387;0.019839449880726945;0.0488403284944031;0.011880335989074635;0.026041246237002033;0.001737310089028062;0.011358772127791184;-0.0016845639971139964;-0.002791735664938546;-0.02381668238327908;-0.03608350906731989;-0.06735027500072906;-0.0753157609982859;-0.022519023452240747;-0.03098673497097041;-0.0181054119368145;-0.012611969740839342;-0.003500454938098546;0.01988489448032781;-0.0005182929888706141;0.003404668867921919;-0.014234378648149672;0.002989645076818782;-0.0059704773145437574;-0.01517725323764597;-0.03550444219083049;-0.009489594093361439;-0.04470730046866195;-0.004232343552692449;-0.025196920437298615;-0.014111519908662815;-0.037046379922803685;-0.029312384870998374;0.04322943352490342;0.13401794263032435;-0.13581609171819942;0.07625622125260238;0.1243794381676956;0.1695625298701263;1.0;0.07229129520149055;-0.10199147815325918;-0.19570416744236452;0.0068884048380728055;-0.27336162137961323;-0.13053773093194382;-0.05645364300152501;-0.2886740000559859;0.09619090925480017;-0.16589779914804903;-0.27582110000592597;-0.003787475379044689;0.23565224543845487;0.04128072723134066;-0.03280165148751536;0.09129202570691494;0.03224418820454758;0.07661213909536113;0.23895792173795166;0.08986076874681002;-0.15453164927301347;-0.03758278637626478;-0.09942784265773648;0.00943996553537271;0.04165790024501961;-0.038249274349034273;-0.07552166646396605;0.15288589078265005;0.02132237326544156;0.11120846716349653;-0.013318601208058202;-0.22434338541261775;-0.18931743345564253;-0.055299834170889545;0.01664176851551887;0.017207740871166485;0.02481629273079848;0.029074979718192548;0.03591053181254559;0.026245448245029404;0.011943843160065262;-0.007678325811887186;-0.015815938516114937;-0.008657366985631656;-0.01062442804354018;-0.0009025203290089474;-0.07933521840237505;0.03825646887923297;0.03192611411096295;0.0254032404763975
mfcc_delta7;-0.004406883606334219;-0.034776264862767046;-0.008217203998087026;0.043927877557521186;0.01011668464445213;0.007049492282725052;-0.03321269428319503;-0.0060292328022301025;-0.0034495815363676263;0.005456840594154935;0.03170840369999562;0.006226521854532429;0.013636358512927521;0.024981242116890203;0.01089325284794828;-0.009109548784562042;-0.0029618751349689493;-0.014783339892756353;-0.02859871862873831;-0.015681102260403566;-0.012800378069494951;0.024031078906235317;0.046711925496195086;0.07831698272350276;0.07746773197142962;0.08975348004914158;0.08289434353295026;0.009733469089934036;0.025366227864392427;-0.044103129153279616;-0.011697587790735863;-0.015518059869914263;-0.013825299578485507;0.027061449790852968;0.010887402379350404;-0.01944355486482967;-0.028309412985658762;0.03453867660221792;0.10467001217522759;0.1003317505447985;0.004612363099161968;-0.04590815197890907;-0.03878352103460287;0.06350212971376093;0.09525744356097857;0.010571995154239984;-0.5368187325705797;0.03175486726061471;0.113901260972568;0.07443465244232189;0.4128283615633214;0.07229129520149055;1.0;0.07697113491043328;0.36764139263957;0.0743675570536807;0.4006739300928678;0.1409407151362781;0.02035453305737468;0.24171189205654994;0.27163878144987297;0.18389554958200008;0.06418401594057252;-0.07982811251160364;-0.15501817366602122;-0.2899497749716965;-0.15868873626747818;0.11463226202101356;0.16962631549907403;0.08082433135189981;0.09887934653814281;-0.08518852796722917;-0.09943026940217614;0.041001665760130354;-0.010852867341673265;-0.10679804039052714;-0.11419968632206007;-0.21374286179415522;-0.08045096561966694;-0.024461245449893376;-0.12077583849702528;-0.2024997322053308;0.17714679147567527;0.1646742643664271;0.24008734954926952;0.10022870904434014;0.0010735564676620747;-0.035225405655443666;-0.027616712512618144;-0.012931215440163804;-0.03679563443086585;-0.03659801563185389;-0.027666370777075962;-0.024308142810387203;0.0014407852794820909;-0.022531687928435486;0.0004250239485870656;0.026975895319207178;0.02069212620034706;0.019717419163727094;0.022365402119060837;0.02375910999672854
mfcc_delta8;0.008234643615681847;-0.01687443762114412;-0.018198266566754277;-0.03745593220516602;0.003650334770032762;-0.014199727910279522;-0.00041526761718634075;0.0013780194260687984;-0.009950280969484394;-0.021731284666778806;0.003716793251580683;-0.008919796231472916;-0.009178087910290594;-0.018010109129405507;0.00798549589104966;-0.022091256736996332;4.2002615235800336e-05;-0.01965371296548216;-0.019160903922525313;0.002072763400742218;-0.004128330160090533;0.007352808972853272;-0.001501095323376895;0.02128609185563055;0.02061664109750938;0.02214971119840276;-0.004643724830251371;0.02280033135304982;0.0001863492249902346;-0.015819043586476268;-0.021866675633844177;-0.03578700587615052;-0.027912810539859865;-0.016497279441253877;0.003897510085960398;-0.015691454262176895;-0.012180654906884155;-0.01074491507870276;0.023286685435213263;-0.007459588884453927;-0.024325112021207015;-0.017386286859560056;-0.023453504847841505;0.007857663916954067;0.013058121799516213;-0.002244457738099292;-0.050966303971582964;-0.20107796616545381;0.05767387220443183;0.2366027301509131;0.13338455849106817;-0.10199147815325918;0.07697113491043328;1.0;0.4084759376800973;0.2708994104420856;0.15271532282564051;0.02028103896368736;0.05697729347920151;0.1984114262369748;-0.008482145600541934;0.15214875017308413;0.3503117615245294;0.1069450513170909;-0.11972037498256718;-0.049820229541968075;0.04159296122259044;-0.07630217630267948;-0.10157137682467465;0.0512204342997114;-0.06626053606576847;-0.07036419164786734;0.07317992779289165;0.021128565704765144;-0.03124216500361327;-0.2010776832430047;-0.027426943980930873;0.11008258294220935;-0.06822609564411618;-0.1468573425171787;-0.046547450033110394;-0.024410635366380048;-0.005105712433287274;0.12175371242761013;0.08593219781945553;-0.1373952242986133;-0.019315308380706782;-0.03787883791226014;-0.060185743597195925;-0.04662416847463243;-0.03122052544624855;-0.03578341083083739;-0.03841948368883108;-0.04336788266114497;-0.02064490543329518;-0.02238661903948403;-0.023269595716376646;-0.02154851287924784;0.045128052693275904;0.0013814971504435272;0.005015295129381965;0.007155764469727697
mfcc_delta9;0.008559639680020926;-0.03655061328592959;-0.01110995052340154;0.031401774687677346;0.023644436360238587;-0.0019331371523581438;-0.03301668412824824;-0.0025526806690280425;-0.0159315086947091;-0.02295503736071409;0.009548376990943812;-0.004469835732178244;0.002236576549788812;0.0179744560344338;0.01796147261485516;-0.008674964660686253;-0.001302598273286482;-0.015376743404366759;-0.01843272841563155;-0.021032725605111206;0.005385261779403797;0.008598394187979554;0.04717639723671697;0.0724232437639316;0.09213233439802396;0.07675721507887766;0.04983957367843782;0.022266092327270795;0.010813014375789066;-0.021642368114552366;-0.00405608680405594;-0.0036068140015770183;0.005322589026798794;-0.003241170861545175;-0.012223189845374174;-0.017835795375764837;-0.02039185712299598;0.023434598698682873;0.0410493660806019;0.04858229967901623;0.007501950951289186;-0.006400900515495199;-0.03079006501674252;0.038442692154348444;0.05886889063877124;0.018546178489853498;-0.42919510814313844;0.03180130509326335;0.00775063661315969;0.11506892967253968;0.22248173772491048;-0.19570416744236452;0.36764139263957;0.4084759376800973;1.0;0.367716958898428;0.41605582620831094;0.2098152422227252;0.1551367630885606;0.3154475834269253;0.08660575203420755;0.17962921912614574;0.339662088847444;-0.07331092392343792;-0.302322844554657;-0.23941148489411973;0.028956852366794576;0.06500137563668745;0.011827244410929942;0.07338334948190908;-0.032529829357298215;-0.16008060117476877;0.026824898713028483;-0.0003174188782388675;-0.011480568549184708;-0.13923849144727388;-0.07147409928960838;-0.11082488453784978;-0.14367186835902057;-0.19694941649690534;-0.07452686387406288;-0.2283957558504182;0.10560438205740183;0.2749832185857093;0.25319233211041;0.14097448121056078;-0.01818815569513323;-0.03620972870169284;-0.04510664147308739;-0.0318702525641846;-0.03639117519602048;-0.03151081201768714;-0.038006472090341754;-0.04186815955018478;-0.018643403346698607;-0.022751627625992258;-0.007766034072599367;-0.001141445064717391;0.0975306626302841;0.014594693574980692;0.009829159720176025;0.004810100307325746
mfcc_delta10;-0.00830163557867109;-0.02528751964304607;-0.00812828137479807;-0.0017214032970196433;-0.006438259998682307;-0.02417947965101955;-0.01948907664108926;-0.004822649057659357;-0.02449877424432923;-0.0006149434293191314;0.008958213580663692;-0.010336182724892819;0.015372228824379495;0.0026696161518904426;0.021483916496697602;0.004377739188593309;0.004679278909176033;0.011655245161177427;0.015587543513321908;0.02757085304183007;0.016332966009762192;0.047727209034982204;0.04306125111970663;0.05764274249617328;0.03652793369077783;0.03804055500873974;0.017470413833927563;0.04181655335982659;0.029852989049070522;-0.004543230414516959;-0.020801238176463385;-5.308672842169927e-06;0.0014290762808327221;0.02735282758842337;0.006965888636439551;-0.023423246084366592;-0.00601990902984637;0.024526809966929863;0.05629118961463566;0.018299542808986435;-0.014098591748303458;-0.010896137443950515;0.003073250669588888;0.061570516485467464;0.06530922666980003;-0.014203765428161395;-0.04866888796109953;-0.21005711708506256;0.022285813945636085;0.13170763358579612;0.04229934253723773;0.0068884048380728055;0.0743675570536807;0.2708994104420856;0.367716958898428;1.0;0.37156180605546346;0.1331318280417366;0.113097558209898;0.16760660809499406;0.11441240198420657;0.1793197820540611;0.14812222653243814;0.09213956147082765;0.03002795702476479;-0.0014221591104591161;0.008835377156738645;-0.024399615456127056;-0.03274871883275018;-0.0662813508480825;-0.04076996481295746;0.010393547113344274;0.03195002693514711;-0.01428681857352286;0.013388135126972815;0.023418916051195768;0.06643708005053574;0.0676618374609929;-0.02982845011855845;-0.07651778013059563;0.00204866432182866;0.0916365588016344;0.07412490683445351;0.10260988705398572;-0.07239035637771706;-0.06300097655696363;-0.0019923284025640453;-0.023762509100259475;-0.034392563594326825;-0.01893670289826169;-0.02430930984811657;-0.03855776460611564;-0.034957119404018064;-0.024521722086318868;-0.017466204772235018;-0.01888897087941721;-0.03395476356180109;-0.02376555628789796;0.06567964770467512;-0.0060008357642900865;0.0030330472658172975;0.01047922053319121
mfcc_delta11;-0.0208602684108424;-0.03529580737730452;-0.013758881234767218;0.034911611574619715;-0.010951683010495114;-0.022809058982439526;-0.0297325678131497;0.006968657066570219;-0.037604069029632405;-0.01901030023646284;0.008744341957419183;-0.012268244620160743;-0.01716118923881795;-0.0023806317429516783;-0.00715155818310017;0.00675809523568517;0.006678598232788843;0.01884663961438258;-0.011798567113654167;-0.009441442398027073;0.01222162734808039;0.03835130013218746;0.06616056500581356;0.09630172109602538;0.09057978861252773;0.06990066137798298;0.04186864898254511;-0.0016046827102258047;0.001802980208934359;-0.023859165087556176;-0.025178614814618805;0.001615335949783582;0.0074382430145804495;0.020572205711326508;0.010268008274178099;-0.023241386698591486;-0.020289020974289872;0.018340017929823264;0.049299030086046094;0.060602165635885066;0.0188720391598252;-0.012645770469170597;-0.03371212702405623;0.03902916497465269;0.07641725511478949;-0.016701465874329934;-0.40493935582169627;-0.05990856407253011;0.08293965612857324;0.15480328792469011;0.3218564189701522;-0.27336162137961323;0.4006739300928678;0.15271532282564051;0.41605582620831094;0.37156180605546346;1.0;0.5404007671535657;0.006257258878217779;0.3263292417166534;0.09577383564766699;0.29943496568421735;0.34437918062189327;-0.08497071183148003;-0.35633196661970407;-0.4370985121466477;-0.20582255786630832;0.0029447159676120652;0.034078910235759784;0.0665879591063822;-0.04093180705607115;-0.14423389750344595;-0.05564119350060351;0.03515254063526265;0.06309987709722234;0.04547343136243839;0.04807510855605603;-0.11168128708735105;-0.17128684428756236;-0.14144903887451535;0.08823451031611071;-0.1995506791380691;0.05008587667543343;0.13644276207634964;0.20835005230693035;0.10217441057980853;-0.035290485087738126;-0.0568007850851402;-0.05498216642283355;-0.04253382973243455;-0.05804515545035121;-0.0478649586806246;-0.040959016736050145;-0.030413920510031025;-0.008085623550861842;-0.029429550651348155;-0.016466309296572237;-0.009550195752734048;0.0805970548276553;0.005270155203014025;0.017406025238290556;0.02538768338967875
mfcc_delta12;-0.006353690442781687;-0.028660165201877315;-0.018856605287816314;0.005746689141523836;0.0066325305733890266;-0.029384761671808965;-0.030431061140344544;0.015053441922097347;-0.02640636319391329;0.004809676249834613;0.0018262615173084888;-0.00023631120338716085;-0.006752901531297158;-0.0004566606383353718;0.0064690139409651955;-0.003452759928230933;0.037956783411876124;0.034448464633170216;0.008913289676484776;0.0067381199511869746;0.015123715366485699;0.03831777741622783;0.02839715697703481;0.05473841375978888;0.0619423409853781;0.051591865672580374;0.018192596695731235;0.0009249439680228898;-0.003998164701918288;-0.0016933753225298611;-0.013692713103304091;0.00535662014635136;0.016036455330998994;0.004686014398660776;0.011883847788618541;-0.019863404249748983;-0.0008059605206522497;0.0013230167812530187;0.01270517151450959;0.016247772387862913;0.010123745735462892;-0.0029297207729559386;-0.028965243597543534;0.0224803170663318;0.035552162743342344;-0.00023380723889772617;-0.16266661051719444;-0.10885517945638495;0.02945326712000924;0.0948761910338567;0.1676973949816055;-0.13053773093194382;0.1409407151362781;0.02028103896368736;0.2098152422227252;0.1331318280417366;0.5404007671535657;1.0;0.24996960230954673;0.23403661461241168;0.022833785433643068;0.13919723313793525;0.19119868156283507;-0.10382339656933551;-0.28635694897281233;-0.23907843092030936;-0.02209089855928018;0.012826225779199715;0.09808400650101905;0.09385137333462762;-0.0022146540389610813;-0.07160587007375047;-0.059102730296745204;-0.029737528396329538;0.05194820433258881;0.1836954231182133;0.08777713181289333;0.017759881197332728;-0.08345818517095169;-0.1136363671264729;0.041542833163106814;-0.13981214771430275;-0.09576726262202039;0.008601081882896733;0.061528259590833044;0.0673846444903425;-0.029674574471421848;-0.03535791700296611;-0.030684438184196562;-0.014930662657002103;-0.028028221660481977;-0.027681121884935336;-0.023765768016258626;-0.015177746681562994;-0.010653523718794355;-0.019544132716197805;-0.03565885754675912;-0.03202088538912605;0.051116418102527206;0.00923792432091876;0.014378195112169425;0.017282400733941387
mfcc_delta13;0.006696174236939017;-0.028934460862672692;-0.008328451874934976;0.019797664882851097;0.02447511193853558;-0.01348632006378112;-0.055251800457544895;-0.000517238790214626;0.00036748784730359355;0.015695707621623235;0.005004176254655459;-0.008158066985169235;-0.011966489054798612;0.0018008947654069654;-0.018460668575550593;-0.0028786093959473247;0.02496206848026149;0.03384174274124373;-0.017055291845154787;0.02678377771859745;0.018531341678808336;-0.010578771482664727;-0.0033714803856052826;0.02905920929077738;0.04470810837935728;0.04540612865973052;0.04932669803660746;0.028724609076395076;0.03134315767251435;0.02135385087424417;0.033399496538988674;0.0061200910527579415;0.027051828916266472;0.02293246440415692;0.001374253955791159;-0.00131935669091175;0.03602741813351238;0.02351938895986121;0.03365519113991558;0.04716425900179025;-0.024430875316067246;-0.032382517770939895;-0.014070267069487009;0.04313296268708922;0.05485991256469981;0.02059728373345568;-0.12445655901431275;0.09088615887174673;0.008123178260820759;0.003742149412142605;-0.14398120207235682;-0.05645364300152501;0.02035453305737468;0.05697729347920151;0.1551367630885606;0.113097558209898;0.006257258878217779;0.24996960230954673;1.0;0.3606905180510174;-0.024641699399651117;-0.08075011682573588;0.04295321297795295;0.019014293213952996;-0.046654672697517253;0.1306781328746942;0.16902885583923302;-0.0007536672585885182;0.024606978794181954;0.011290702794736847;-0.0636242711463037;-0.13743443823680188;0.09946804364668985;0.024895971288751345;-0.012827425856618137;-0.061099292609837666;-0.08160803962686738;-0.0620210424055225;-0.03472240215870362;-0.10347380434420848;-0.06394956505722589;-0.04010039568263905;-0.03874576446239687;0.04122344556135136;-0.041061720813980206;0.014350809355495793;-0.024115775066158945;-0.044517665265392505;-0.0408142443375699;-0.006023492060084866;-0.005019181177938151;-0.01448006383574087;-0.017535576486278463;-0.01534757344219573;-0.017427257814667606;-0.028323478800819472;-0.03404889112901003;-0.035641588233985465;0.048770963770947987;0.015928327774196987;0.010967804679511143;0.005728391032857799
mfcc_delta14;-0.010637061398371202;-0.03547795854792049;-0.018050262167596434;0.036286155876992666;0.005770324890831445;-0.007389769229337667;-0.022659774872903864;0.02028195713517049;-0.029500737809353007;-0.027966946346431605;-0.004034913766929702;-0.02232508540842818;-0.013988270539736386;-0.015537346859065387;-0.034145376719130115;-0.011830076980861694;-0.005992195864903785;-0.002116060438873784;0.0015879629100714284;0.0018319775189658116;-0.0034751849637201754;0.017294417522109414;0.03778171904433971;0.06724041897173078;0.06032949338034698;0.05616794009783082;0.03291657517688883;0.012341628861825814;0.014975664429451327;0.0038714568053174175;-0.011288910835271759;-0.005613915900821466;-0.0003310422876700032;0.0003470346152915803;-0.0008914149284481566;-0.00820455328773679;0.016552902982975286;0.006109881241914885;0.046036055279822095;0.04773138268132413;-0.00016851563139820848;-0.01781725443291644;-0.04764212621595928;0.019371900881158713;0.04750907289099086;0.0014548910484946317;-0.2067194078601467;0.04171317891503219;0.020284198252909537;0.1472165560594835;0.11089130667254142;-0.2886740000559859;0.24171189205654994;0.1984114262369748;0.3154475834269253;0.16760660809499406;0.3263292417166534;0.23403661461241168;0.3606905180510174;1.0;0.2864208086182725;0.10904791907401927;0.1597405750308143;-0.15052812074200053;-0.2791516355955942;-0.15928750975371925;0.03585795062769589;-0.05478835622980777;0.11379048001208464;0.11622286302109175;-0.10740181796082017;-0.15076748660870645;0.06279621675322729;0.0846867645828342;0.10074947022196352;0.0290075168801005;-0.08254274974549826;-0.038959798923154675;-0.03121170166443453;-0.15086706728593288;0.04561634220759593;-0.1669446133185627;0.06259294773917337;0.30777381012728877;0.1050831658677667;-0.02911317135718288;-0.02242661324277952;-0.02738952352824537;-0.02464622673155713;-0.011700021888755659;-0.02233634438195066;-0.02695840284917735;-0.0153386569146908;-0.011117551859471376;0.005046890685784306;-0.015130158661696268;-0.012569148463394027;-0.011094315411972892;0.07864764341787234;0.018686850053159374;0.02501331156848644;0.02626505849667573
mfcc_delta15;-0.01852638576896715;-0.03431474652061416;-0.01957606146650666;0.008947145092047725;-0.0012011860460588678;-0.011145971321489917;-0.020073382503691697;-0.0029975037253239193;-0.008514479485053945;-0.003633767457166103;0.023874048120780388;0.013009240271952828;0.0075989470900935255;0.01632073505822315;0.014989320967363277;0.009916779537682623;0.022360059899097295;0.005569718777957572;0.0016363658036116677;0.019678238664112332;-0.0065791580521535505;0.02948671093053975;0.01793776147351344;0.051653956191530154;0.02883585864634329;0.04667190684685381;0.04659362338624273;0.04200212126416484;0.03969445082273381;0.019905389975774297;-0.008754882941941248;0.027249814670796662;0.04221637690098488;0.02187944124326291;0.03646582871113126;0.014598887813876422;0.004288329197034977;0.0340786890591951;0.06939108811356459;0.05781617111220537;-0.015488477108144398;-0.035958589830254455;-0.04807416120160142;0.02083209968755388;0.04852198360465701;-0.001025311242248768;-0.2241033513669824;0.06922821485964858;-0.10032077491920968;-0.013970939526821182;0.1836300211685541;0.09619090925480017;0.27163878144987297;-0.008482145600541934;0.08660575203420755;0.11441240198420657;0.09577383564766699;0.022833785433643068;-0.024641699399651117;0.2864208086182725;1.0;0.3980002137231165;-0.046412428864881436;-0.17168735469359706;0.00041281489991369555;-0.18396283500964672;-0.11465276955393178;0.05448141343378826;0.13164376642281225;0.08252009241329203;0.20119272272882077;0.0991196619141975;-0.08659587285613894;0.15953541273300176;0.19329719930462066;0.09284141615256122;0.050027182381129964;0.07164218010314953;-0.01969549527737777;0.07328623217875509;0.046499728210935794;0.05545637211497767;0.09207384399907713;0.07170515778903248;0.08665738076000645;-0.0530252857414274;-0.009042604978845068;-0.014268141079055316;-0.007482033311574974;-0.0008867991412699436;-0.020546112066510865;-0.0225570903055111;-0.02263632333378945;-0.013566728462603993;-0.0017081670080669898;-0.03290289113542612;-0.030077600488432048;-0.009866736961288296;0.03676427555706727;0.008554496739385657;0.011481220787878492;0.012768062556141616
mfcc_delta16;-0.026965933334870774;-0.038990096272313986;-0.01831257408042575;0.018908648305625133;-0.01478677618523349;-0.02389511747462441;-0.011257158497283048;-0.0015642091413804729;-0.022349259785946197;-0.026582629414037627;-0.008461319304839695;-0.00035815799153778434;-0.032239842324813105;-0.001278139083016701;-0.007007634144015338;-0.0032266662547704326;-0.002994288312018154;0.024883292019917572;0.012746517587323572;0.014394864346292911;0.026373450191980445;0.02687426315652028;0.02544247817122273;0.058644588101824914;0.06637641065959142;0.06068998004584049;0.04134732119488121;0.04081652912387498;0.0069624935636413135;-0.003004424381550411;-0.01822642166778799;0.02299056281183863;0.04325214282915072;0.04674894890918591;0.036187309283103306;0.006589926792021444;0.01149088108338955;0.05068195280614714;0.0503152797421411;0.02520553787335445;-0.014211297690248243;0.008204512434297196;-0.0009256620205873171;0.06695449776571939;0.05318399997101956;-0.014072570181429586;-0.12555091004228533;-0.037449085379869275;-0.10420409310459425;-0.025311411356113523;0.17832517603567036;-0.16589779914804903;0.18389554958200008;0.15214875017308413;0.17962921912614574;0.1793197820540611;0.29943496568421735;0.13919723313793525;-0.08075011682573588;0.10904791907401927;0.3980002137231165;1.0;0.48884634969307;0.05787228915901584;-0.09826548286285813;-0.16857113812001834;-0.07015148649377008;-0.09967258269340872;-0.11003981905608758;0.045327576148909296;0.08781859348255903;0.10545269112941996;0.059985694348155656;0.10164482908841675;0.13524338954711654;0.04565234477941458;0.1790035645365864;0.11403083346943158;-0.0681881336249251;-0.028391863108409715;0.22101305627460716;0.0969900774427623;0.024649544668462246;0.09197491030328384;0.14745138247154782;-0.0008583508110499408;-0.017148732008293192;-0.026147307847788563;-0.025017511240530556;-0.007267258135640693;-0.03541645863632825;-0.03468961378712595;-0.029939190140140924;-0.03388090899083579;-0.013687545360518817;-0.030579593822155905;-0.029979778555627577;-0.017824217560665854;0.07518519345942541;-0.007025350075165149;-0.0026708421294874816;0.0011852700826828944
mfcc_delta17;-0.00685910984953279;-0.03456907815692455;-0.017480466472916158;0.01190389844804001;0.0017085127462301616;-0.02128561625907918;-0.025265822844346676;-0.0007054344906147011;-0.023613964925627937;-0.0279258279092666;-0.012341429784924893;-0.014645627359304672;-0.046194759555321964;-0.04035540188166698;-0.02082177684781581;-0.02092732730682912;-0.013066850764035833;0.01405375713425863;-0.007714676248951717;-0.006437268257398823;0.029206975873114428;0.02347524655851233;0.0230143155028735;0.07542696060913683;0.08087354383939842;0.05833369946083713;0.029722759022997487;0.03162532089308293;-0.018454881098124463;-0.004337276162903222;-0.014759200110742866;0.022536646334267534;0.023865181341195005;0.022750586230555002;0.005605559130457966;0.006024801286631945;-0.0005337142725505072;0.01996532514096549;0.00983958863137034;0.004337262217730634;0.020230451260975602;0.03309601723994948;-0.002361356286639512;0.024507760221325118;0.04042118944235289;-0.001815880459936642;-0.18203614773110313;0.007837787880035363;0.009381557840494907;0.06835061401006474;0.10890827372528934;-0.27582110000592597;0.06418401594057252;0.3503117615245294;0.339662088847444;0.14812222653243814;0.34437918062189327;0.19119868156283507;0.04295321297795295;0.1597405750308143;-0.046412428864881436;0.48884634969307;1.0;0.2735430226411146;-0.28391930121619224;-0.190385960806988;-0.015790532815980248;-0.1863920871534879;-0.22079346210487094;-0.014596209264410237;-0.10558807560893614;-0.10637334995921335;0.0643595145404285;-0.00866663737351632;-0.016904570604479335;-0.0811699875043225;0.05719331501182499;-0.02235293775574715;-0.17015952372377913;-0.1935605130794308;0.13993641550104877;0.010683176444750348;0.06328696886401076;0.12340060088196264;0.12257838450556098;0.07978686158374224;-0.036800914279518995;-0.033202629372621174;-0.033093006371759735;-0.033711043958102836;-0.037779246612027716;-0.026448871019643164;-0.035059555758155045;-0.03942341478264594;-0.008895418074312754;-0.026410565744563623;-0.006262727155403584;-0.01992786521699211;0.1044961472972532;-0.0044010798552657476;-0.005467850615860425;-0.006242409397625498
