;spectral_flux;spectral_bandwidth_2;spectral_bandwidth_3;spectral_bandwidth_4;class
2119;1.1996132;1352.81641495418;1715.2552907646782;2200.592332836412;2
2120;1.2408872;1292.2699711431428;1643.493160582119;2173.183615968973;2
2121;1.254336;1264.841985318555;1595.6142549732726;2048.8155816234785;2
2122;1.2415051;1275.6445070521781;1606.5713311103646;2058.8562404844965;2
2123;1.2497122;1341.1387611592158;1686.842344360862;2175.8179390188257;2
2124;1.2476149;1384.699326468987;1729.8351783763949;2226.1639230595333;2
2125;1.3649641;3724.65187703474;4856.163636578812;5914.6299163734775;1
2126;1.214897;2803.4362564013472;4186.970159408977;5531.776771595246;1
2127;1.2412701;4576.805838352228;5621.060787403208;6647.846690842747;9
2128;1.2827759;4055.9682004838446;5184.119676177119;6300.509372686133;9
2129;1.2105376;4024.559310960953;5245.070788229384;6439.098135864964;9
2130;1.2448881;4922.174958616155;5919.580347827051;6904.010292476752;9
2131;1.1699923;4267.6347490814815;5351.208832354982;6415.883185565539;9
2132;1.1654024;4038.474911129972;5320.077917364319;6556.968386191841;9
2133;1.0944586;2681.531040284005;4088.131138370445;5422.721826234216;6
2134;1.2285255;2495.0406743179446;3889.25788253535;5293.131820666487;9
2135;1.1865813;2571.0467653504456;4022.519325268274;5451.420703817537;9
2136;1.2557377;2839.4336518084697;4122.753422507858;5396.9465019946765;9
2137;1.1951553;3182.8834505407294;4401.116071692649;5587.818156441462;9
2138;1.2374531;3002.7040223563595;4206.231907370386;5397.468653772608;9
2139;1.212304;3070.7247664587762;4208.722460770719;5336.9749651796465;9
2140;1.7232271;1544.3100755599742;2390.2452528906256;3225.849554108247;8
2141;1.7591959;1591.065752500293;2375.3989992134475;3142.100586099037;8
2142;1.7564168;1619.725393561051;2369.7618623504413;3099.966887070275;8
2143;1.8330404;2034.3097636540697;2748.5715486767676;3426.422465883144;8
2144;1.2778038;2021.5151687563196;2858.782623757668;3617.530340632471;8
2145;1.7260038;2597.844838045027;3775.8809508596573;4863.966621060543;3
2146;1.8099946;2723.2094931432284;3906.0617994342497;4998.015680275068;3
2147;1.6743065;2624.3316055443943;3779.7245915787134;4865.66301006457;3
2148;1.7550561;2682.7201254286083;3842.5591588516295;4930.840362838834;3
2149;1.2138609;2298.3888640552345;3629.606248617649;4946.3213244859335;9
2150;1.177299;2314.944374805085;3588.053747089727;4869.089789128232;9
2151;1.2836472;2724.081626096971;4114.252168522432;5422.46679290258;9
2152;1.2186068;2331.9542143423723;3586.7957650942403;4848.733487411242;9
2153;1.2480497;2915.491309319563;4348.404735315909;5673.962384993922;9
2154;1.1782674;2293.863119601295;3639.7708122986364;4958.133859961209;9
2155;1.2038267;1922.6757862662064;3239.7103162470003;4550.424302900331;9
2156;1.2176371;2028.5551570630505;3410.4822973303253;4755.757319011044;9
2157;1.2661657;2248.2576638151836;3585.0955463448877;4894.717631738481;9
2158;1.2260065;2358.9932606445;3830.100091474224;5200.587293664662;9
2159;1.2212962;2403.969548382011;3863.6425797158213;5220.354890487799;9
2160;1.2595115;2077.627923181918;3431.755610590904;4759.709888203471;9
2161;1.4302653;4786.400252944151;5364.264463804985;5907.082326866684;4
2162;1.284206;4676.216141205932;5228.093232250056;5739.603722559403;4
2163;1.2246057;4646.35578871294;5186.769103250949;5677.649665992918;4
2164;1.21536;3253.5452829748883;4689.53270347653;6043.135500560927;1
2165;1.1839532;3158.0662348288415;4576.2680229575435;5912.933421878205;1
2166;1.1324531;4116.14739233628;5583.90286796796;6892.6318148988385;1
2167;1.1242579;3477.1526381611766;4961.063617206827;6328.511792216738;1
2168;1.0195024;3551.811955690984;5062.658020163423;6438.479095269545;1
2169;1.0548809;3094.325945235431;4561.5296928951375;5940.321220319272;1
2170;1.2788044;4155.442898723851;5294.7745648845885;6389.334596484839;1
2171;1.3603958;4100.45854014809;5415.265856632438;6637.893220398351;2
2172;1.398116;3305.0852490860875;4616.970439403809;5882.872814018302;2
2173;1.3746485;3432.0867098875733;4767.051297296171;6049.572445365698;2
2174;1.4027588;3690.1928530066753;4856.640880023052;5991.592339847091;2
2175;1.4269797;3517.3122083786498;4698.191464039915;5843.189251092729;2
2176;1.4102033;3658.272355449817;4695.9652560721825;5743.196280207318;2
2177;1.4294082;3844.1952657478996;4693.407061001567;5594.812189327218;2
2178;1.445938;3403.2000095517137;4681.525555483534;5919.286300200731;2
2179;1.1947523;3353.3027219840487;4761.793148613048;6095.913769094932;9
2180;1.1976215;3604.8152841639626;5000.551692193422;6304.637881885955;9
2181;1.1908911;3647.2368690083845;5057.25563001535;6367.196633535389;9
2182;1.1699613;3777.8313980295047;5191.449240637792;6498.7798628545515;9
2183;1.180323;3972.0565465150753;5371.490231785419;6658.622447915606;9
2184;1.1216474;3134.205384523067;4724.451033519456;6179.2033000710735;9
2185;1.2578027;4336.270068840656;5613.334661065779;6818.553975562058;9
2186;1.2606467;4216.545031619091;5449.985404552175;6640.248886614859;9
2187;1.2213377;4016.7212094091406;5334.815234179753;6600.618843178547;9
2188;1.1779927;3819.9593261568334;5402.60758868361;6826.285813292586;9
2189;1.1534573;2933.5150507661324;4573.110661645568;6070.614473237236;9
2190;1.4353788;4216.935261417792;4928.201004628247;5625.2751455243715;7
2191;1.3583395;4171.842940458276;4858.766195283228;5510.133535320576;7
2192;1.3334031;3573.281074601906;4277.2165808805275;5007.520753650383;7
2193;1.3226063;3783.059169215999;4539.309370652728;5308.015760899474;7
2194;1.4011881;4154.537118811186;4888.0807335822565;5609.260103674715;7
2195;1.3184876;3890.8282237021485;4585.08740581257;5272.916562128353;7
2196;1.2980762;4188.6459492541135;4882.667800842031;5548.991188592152;7
2197;1.3108684;3893.045809492712;4637.610875867189;5363.446364563088;7
2198;1.3628341;4111.650742109349;4784.8560523373035;5421.628586997833;7
2199;1.3427523;4259.503493217366;4922.927120881538;5534.32214860077;7
2200;1.4032116;4377.402440697873;5054.386905342583;5685.454494167508;7
2201;1.3608624;4128.123782523072;4855.6222519579915;5561.0934806096375;7
2202;1.4738996;4432.740259891747;5097.692971387229;5706.493922754222;7
2203;1.2510043;3477.1553571973923;5249.982010436415;6802.617184353559;5
2204;1.2073482;3507.059420791467;5390.086744256211;6983.187171310794;5
2205;1.2115848;3334.1872622970045;5183.363402385717;6772.926099246537;5
2206;1.1488549;2929.055391332449;4689.696427603214;6262.235003567825;5
2207;1.1543938;2085.7062575314053;3839.871881886218;5501.4448981233645;3
2208;1.2388458;2584.2068172667223;4268.621819298509;5867.501389410582;3
2209;1.2344832;2523.428654881413;4240.655524235134;5850.254060052235;3
2210;1.5733083;4512.525653409294;5444.725948374109;6342.660062348793;5
2211;1.5648673;4511.736266925966;5446.656660792338;6344.43541867277;5
2212;1.5430108;4457.354714137098;5442.048426592287;6388.368468780386;5
2213;1.5371557;4472.652082598211;5449.921376949603;6389.848344654614;5
2214;1.5287333;4475.706733617279;5433.215460964896;6354.738853611794;5
2215;1.5348233;4502.33836299027;5427.747435223396;6321.51881035603;5
2216;1.5297092;4496.857858124928;5422.025214132214;6316.108386219478;5
2217;1.525851;4497.418703542074;5420.537251744731;6312.075235167894;5
2218;1.5284926;4480.161502707913;5404.473229894431;6296.737858854675;5
2219;1.5267992;4471.859448130485;5407.046182279034;6309.127299137172;5
2220;1.5315136;4468.509867875006;5407.588933763859;6314.219240659851;5
2221;1.5469204;4486.508625652232;5412.762810222913;6308.080801312496;5
2222;1.5582095;4515.283183719344;5442.993658726078;6334.453879046421;5
2223;1.545758;4503.910657131736;5418.541584772807;6301.217756457063;5
2224;1.5316507;4495.885692846759;5414.898462363965;6299.370317191128;5
2225;1.5697931;4518.539324900464;5448.431391585544;6343.742132792327;5
2226;1.5832874;4457.632075635519;5408.301503127574;6325.279170355751;5
2227;1.5731758;4432.068523220244;5401.386135211907;6335.3014979223035;5
2228;1.5756261;4419.966951742446;5411.84619610068;6364.678533781117;5
2229;1.5753535;4383.290406127412;5389.7320744031;6356.891986126909;5
2230;1.5547696;4389.990332640893;5381.045219956246;6337.776125597789;5
2231;1.5413103;4404.199454934791;5397.939601629674;6355.334498378903;5
2232;1.4464583;4028.956956173755;5376.25220383465;6630.586078376107;2
2233;1.6259356;3443.5791239667183;4734.632750539864;5968.302213110081;2
2234;1.403911;4281.001681770321;5662.327967461287;6921.16298967077;2
2235;1.4034288;2321.12593569398;3583.8557661110644;4837.961581479573;3
2236;1.3969233;2014.7577843206207;3277.592187169193;4535.9168368588225;3
2237;1.3280661;2395.939285633622;3626.2295889899683;4858.919397238125;3
2238;0.8147422;2476.128192651027;3820.0964260998194;5043.107365029306;1
2239;0.67816424;2537.403879485902;3902.1070094538745;5141.4357765777295;1
2240;0.60760635;2490.385755595197;3935.6749382930084;5244.617906435838;1
2241;0.58674073;2443.95390022752;3875.8784024785327;5181.34207664613;1
2242;0.560961;2439.548407810692;3876.4636587533087;5185.66962465165;1
2243;0.54957116;2397.693828782121;3836.6965190898404;5152.197187408045;1
2244;0.5580478;2359.7898405587016;3816.6816663600302;5150.354790267355;1
2245;0.5760648;2350.9262937216445;3821.4132795931837;5161.997764245975;1
2246;0.56436163;2318.408460296824;3759.5999713406554;5079.517492141563;1
2247;0.56857437;2356.96982089822;3808.5418266413503;5136.463263686789;1
2248;0.563908;2409.557571758324;3884.9611903637156;5226.287885941915;1
2249;0.65836626;2358.407001935225;3746.414909496661;5010.308233459413;1
2250;0.72238046;2276.476669198929;3672.2029212435687;4946.069214609078;1
2251;0.78120875;2400.3774551149777;3796.816869573924;5064.774497221768;1
2252;0.7333936;2340.3454970345383;3734.9131740507623;5009.792131683814;1
2253;0.71358943;2363.781407338732;3755.2108647370806;5031.746675467646;1
2254;0.6528988;2466.6215949238995;3859.7529237213816;5127.36478149133;1
2255;0.57437485;2504.0546031820995;3917.4802967845367;5195.114574491461;1
2256;0.58571815;2539.3538611005606;3984.9661441828675;5285.893926437755;1
2257;1.3594171;2378.9809445051774;3723.217580676091;5055.786637956662;3
2258;1.3323152;2376.9287929372317;3727.9906596610876;5076.498150682503;3
2259;1.2902532;2453.650602185772;3834.6019374146185;5200.07703851213;3
2260;1.5814986;2222.722505737891;3594.21395004735;4941.047943904887;3
2261;1.570884;3526.3882387632602;5001.53682311542;6337.2147167708645;3
2262;1.3952054;3220.222014194603;4784.578704677894;6180.677237990059;3
2263;1.2227556;3568.468474574068;5084.961573281185;6435.882898117521;3
2264;1.2350057;1816.534175704502;3131.7258433084044;4520.596115626403;3
2265;1.1516714;1883.148067029291;3167.581559637725;4515.0569591639805;3
2266;1.1649066;1725.276823363624;2992.042073000825;4329.826114154538;3
2267;1.1397558;1857.286215098298;3181.2167845361446;4568.2398851343705;3
2268;1.2244424;1857.0462855665191;3268.8142295985494;4692.574798561833;8
2269;1.2358425;1712.400242898626;3071.0947016209107;4464.708617801993;8
2270;1.1888787;2251.35464003844;3873.5482154239508;5391.5176442534885;8
2271;1.1886791;2219.207474963352;3850.028663091723;5385.406000663141;8
2272;1.188786;2162.679016675256;3784.9659344725605;5321.902872982678;8
2273;1.186718;2076.988303592374;3678.918663109708;5214.39018234866;8
2274;1.1813391;2104.434243551703;3706.785476217491;5239.787432217215;8
2275;1.1922268;2162.2046043214555;3775.926759080783;5310.409402763538;8
2276;1.2053338;2193.1040518757804;3787.3965516096723;5306.481668068794;8
2277;1.1885827;2185.2365680537473;3778.2273117698055;5296.913757812112;8
2278;1.1809125;2142.060331409662;3752.6966933779904;5283.573026176435;8
2279;1.1865219;2161.4420926921152;3793.5440990501556;5335.6208454213765;8
2280;1.229151;1581.3333750166566;2947.7223429630735;4365.36542877459;8
2281;1.1773125;2204.6227473590375;3851.7925445480873;5402.11661472906;8
2282;1.182967;2176.94112421527;3827.9788994697738;5381.0813859888685;8
2283;1.187687;2181.477094939957;3836.8476286767063;5390.998224499684;8
2284;1.1881974;2285.985480314831;3936.3645870543887;5481.902591129761;8
2285;1.1696151;2352.556918194093;3999.502701441629;5538.534552118755;8
2286;1.1574739;2445.770941653232;4113.050459550175;5665.241312786617;8
2287;1.1702589;2527.2795521137077;4203.63988958243;5760.937571014229;8
2288;1.1849483;2492.3170448575784;4159.054909761044;5712.213584225317;8
2289;1.1883341;2382.3308535687083;4041.710262633305;5597.718963635837;8
2290;1.1830902;2324.7293201808184;3977.249031974189;5532.668666026558;8
2291;1.1855853;1617.1416231098976;3012.117672634362;4460.120018059685;8
2292;1.1807177;2299.7180898643887;3926.3023229894984;5469.407359565989;8
2293;1.1734085;2139.1267762393823;3743.655394805486;5281.873690928296;8
2294;1.1731776;2073.3575274630152;3677.608137151109;5219.38078101105;8
2295;1.1696559;2047.1632363105007;3647.6045689952957;5185.327720575818;8
2296;1.1683247;2014.669966933837;3613.799410262551;5151.4948468404355;8
2297;1.1699935;2049.1500302979043;3649.3502792827617;5187.465739417356;8
2298;1.1764914;2088.4778625069575;3691.238308268461;5229.115471090589;8
2299;1.1740842;2068.5891759990204;3658.229126347838;5192.38822775703;8
2300;1.1750407;1906.756779633627;3442.8541048622324;4957.547624838401;8
2301;1.1769816;1845.2969814674025;3354.425839578536;4860.267959291499;8
2302;1.1549814;1647.7268567748854;3048.499015092369;4499.985755333304;8
2303;1.1628344;1857.4034427186004;3373.4228399351005;4878.43180240583;8
2304;1.1460232;1810.4013265120498;3303.9321426620045;4800.598690263865;8
2305;1.1639469;1739.3266676779995;3200.880284935568;4682.930738653447;8
2306;1.1545926;1733.6352251262283;3192.7975148430673;4672.303535881419;8
2307;1.1220413;1876.7703726287084;3371.027595956574;4861.773765844999;8
2308;1.122568;2148.370974903462;3715.0974057131366;5231.371624566767;8
2309;1.1822191;2339.4696683959946;3935.022917811802;5460.565934315354;8
2310;1.1887232;2373.033540101291;3956.3523957979305;5472.179630603999;8
2311;1.1971499;2319.821444257261;3911.140189278953;5432.045448991853;8
2312;1.1885607;2232.5194751299264;3841.775538618697;5376.8585324215965;8
2313;1.1470567;1685.2781923904631;3117.4287173572366;4584.294741424595;8
2314;1.1828622;2130.392655163298;3718.028237025191;5250.78246408428;8
2315;1.1686437;2130.3019054304395;3690.6510380021855;5210.944200411583;8
2316;1.1676829;2309.2060880859376;3897.433288573757;5422.444749185903;8
2317;1.1790029;2477.8005328301447;4128.973662568367;5676.578272178035;8
2318;1.1735423;2540.398741418738;4205.884178330879;5756.671777086894;8
2319;1.130378;1668.1337029310143;3078.094144795935;4533.060181986019;8
2320;1.1498194;1682.9881407959026;3084.9141875359937;4533.926271304637;8
2321;1.149492;1785.3442547800255;3234.790427858695;4702.987935168897;8
2322;1.1528046;2069.2768656592075;3615.467506989311;5105.704344514973;8
2323;1.1613568;2865.722708833571;3210.196497726908;3507.7082762013893;4
2324;1.1489613;2881.9944475403777;3231.036996166879;3535.9349170285736;4
2325;1.163232;2848.539408484102;3198.0520628045097;3499.010303845141;4
2326;1.1607031;2858.826394047122;3205.463198648738;3501.015746999082;4
2327;1.162708;2860.8740653807063;3210.637619359134;3508.807865965827;4
2328;1.1647912;2872.6278625197046;3228.0397549998183;3535.7368289782003;4
2329;1.1711949;2879.55276385116;3237.9800776470925;3553.373655466356;4
2330;1.1538397;2881.001789200736;3229.3973693120515;3532.5031766192446;4
2331;1.1552284;2872.553050213244;3218.149346107161;3515.500766346853;4
2332;1.1517433;2866.6260823004386;3215.3084978926286;3515.5216616419184;4
2333;1.1526186;2871.043291025566;3228.7438146277755;3540.919355823162;4
2334;1.1645759;2894.844166749943;3252.9071364096217;3566.520663039146;4
2335;1.1633922;2890.7826129466735;3243.6296570408495;3548.550253388268;4
2336;1.1736907;2858.7365219673393;3205.0119823713867;3499.649395320215;4
2337;1.1714267;2846.26056497049;3193.064347992191;3490.531664648927;4
2338;1.2915404;4219.851190650762;5212.14492887009;6227.4834731302735;0
2339;1.2820306;4355.635663063162;5223.749793230223;6128.074915993534;0
2340;1.2570072;4145.369800864468;5101.620013142462;6113.560454748374;0
2341;1.251808;4090.5612754575773;5047.881524719499;6049.316869754879;0
2342;1.2301897;4242.641475619697;5200.652608714277;6198.892491304718;0
2343;1.2189255;4082.893728074303;5134.461903029023;6219.35642753708;0
2344;1.2973943;4311.032695017886;5171.260475370604;6075.52573323998;0
2345;1.259281;4221.100352851111;5148.155528386922;6110.801769428298;0
2346;1.2503874;4212.516657271746;5201.422329175835;6214.831589682423;0
2347;1.2535096;4296.822646912819;5250.984214979869;6245.98611395712;0
2348;1.2476692;4410.908524363669;5326.258235191849;6299.160529772891;0
2349;1.2526754;4380.8926276096745;5316.50250526083;6306.33046714183;0
2350;1.2700813;4318.511033934907;5281.828325083406;6292.831883003201;0
2351;1.273678;4341.114963116958;5290.304279665948;6292.9821668075265;0
2352;1.2820265;5413.101425740586;6250.629496182161;7030.413043743415;7
2353;1.3088335;5648.494047466696;6407.9078114171225;7096.550668605466;7
2354;1.3279306;5696.792803988934;6474.313567469457;7179.976882769581;7
2355;1.3877742;5646.001520351828;6450.037505715991;7185.744221419477;7
2356;1.4433529;6043.117892044836;6729.163186898142;7323.90099017646;7
2357;1.4323919;5949.855893594623;6669.766241926851;7300.984612516554;7
2358;1.4031295;6008.747573442478;6680.196356051974;7262.212852489359;7
2359;1.3775904;6080.195178779531;6725.682592728375;7275.787212176583;7
2360;1.3557051;5970.145778059653;6661.412136782987;7255.824976831075;7
2361;1.2503098;3604.7065548030855;4713.540867113803;5731.471088392185;3
2362;1.3046695;3377.4966359129653;4545.405167691857;5610.167405072146;3
2363;1.3217672;3461.4270384682955;4456.792113042131;5401.003578547519;1
2364;1.3390405;4015.1686585960992;5391.693443881769;6619.182668585028;3
2365;1.3580676;3825.8488794720984;5231.745613188425;6472.79112803723;3
2366;1.3901112;3633.863024957459;5054.977614777747;6315.834168732509;3
2367;1.3921187;4167.65290537959;5488.834332737302;6675.844629611078;3
2368;1.3624355;2145.535241252447;3144.23348785847;4246.73530314285;6
2369;1.3606694;2199.621330724576;3161.001706436194;4239.32480111077;6
2370;1.3409116;2203.850596247912;3194.996225033098;4294.76339911185;6
2371;1.4889622;2280.802332425214;3264.2234773834352;4342.286547218504;6
2372;1.3311224;2120.554245469156;3092.0621566038417;4165.021730759768;6
2373;1.4498743;2159.6721805795237;3055.639557053047;4078.9202482611627;6
2374;1.2522777;5507.145840968405;6189.788888653454;6774.862770453792;4
2375;1.1558831;5592.267057079682;6232.155654279421;6767.742639293487;4
2376;1.1696056;5658.156406974752;6293.059650025638;6820.456342913623;4
2377;1.1788981;5676.65176723043;6311.017633613801;6836.568038919603;4
2378;1.1648413;5665.6182610031165;6299.316094987143;6826.710899214988;4
2379;1.1601981;5431.114140562396;6102.50817465684;6694.345416130262;4
2380;1.308805;2929.3071389818515;4449.673556672216;5913.649619238094;3
2381;1.3731626;2328.3692410521376;3760.1625658289718;5210.421273170466;3
2382;1.3553239;2455.5227732166277;3929.924970443466;5395.481475257501;3
2383;1.3046525;2475.0834464662503;3943.0249977429767;5400.2831976839225;3
2384;2.0302908;4698.505695913911;5565.831659021543;6404.051058253675;7
2385;2.0273356;4568.203970844606;5405.351884846554;6232.882046765182;7
2386;2.0406666;4311.137514190243;5211.119317595468;6109.556581980584;7
2387;1.1860628;2147.6247640180036;3281.4720910920573;4425.2279981407555;8
2388;1.1870505;1993.9298793786245;3144.659305062153;4332.29481597722;8
2389;1.2152724;1386.8865641167333;2320.763153097134;3415.275012529292;8
2390;1.229779;1324.9186951011109;2261.6584141395224;3329.1175658053116;8
2391;1.2027608;1348.4135054720834;2310.9755495316767;3396.138505308063;8
2392;1.198405;1487.0366596943038;2468.9708304434703;3552.7436505365004;8
2393;1.1988455;1629.4618712876552;2618.3249363627656;3671.245263320066;8
2394;1.1819775;2048.0195459973143;3202.9899988574375;4401.35853207894;8
2395;1.1809036;2145.000740130025;3284.042297077671;4452.272499918091;8
2396;1.1731027;2073.127434983144;3202.890099569655;4364.58861466613;8
2397;1.1761651;1864.6711610964182;2974.516793425355;4143.523198144922;8
2398;1.1833727;1679.7260319973716;2734.2059099683543;3883.1609683702686;8
2399;1.1833961;1590.173398600095;2611.4347724691393;3748.3767040052885;8
2400;1.186444;1489.3116281521375;2449.8754795950485;3555.441517705143;8
2401;1.1839252;1412.0699370471232;2337.8560046322764;3434.8412644370433;8
2402;1.184081;2381.435382482506;3379.3747920654296;4359.096130159274;8
2403;1.2978542;4080.0485429834343;4944.685589497854;5748.747036192222;4
2404;1.2099401;4043.50335977126;4867.5342488969045;5630.642914410175;4
2405;1.2229505;3904.3386362012598;4680.691259029077;5407.986543370198;4
2406;1.3713236;3442.699362840569;5035.464594436173;6454.753704108967;3
2407;1.7261031;3071.9105363127387;4459.491320214081;5792.644242773147;3
2408;1.640288;3477.870876151717;4883.012909721652;6182.067205167026;3
2409;1.1083806;3235.0916776623376;4853.7756806560865;6367.134389165805;9
2410;1.2168038;3544.02216523677;5078.039580920966;6523.38103766192;9
2411;1.1440912;3312.668489520537;4859.2387219965885;6328.0600665012535;9
2412;1.0817698;3091.3215716767813;4779.146889517555;6344.165119485673;9
2413;1.0845073;3393.7897930401173;5102.2944885181105;6655.187038776373;9
2414;1.1174452;3159.185894936334;4814.351347478474;6335.717873300814;9
2415;1.2094913;2760.9475362263574;3620.4826054101904;4511.929605641909;5
2416;1.1162905;2428.902715967173;3425.5281341141904;4455.242358190367;5
2417;1.4108733;3789.306064674993;5026.029431088419;6206.793212400826;3
2418;1.3455982;3736.113105364644;5170.2503826068905;6441.334926259887;3
2419;1.3248397;4244.960443209114;5669.012379586251;6908.6783381378555;3
2420;1.0445431;4371.931194188884;5753.297212603156;6985.8450535759275;3
2421;1.266886;4687.021253576935;6007.566616414022;7193.101992883722;3
2422;1.1737901;3388.9911483901283;4877.093536354906;6222.063278934915;3
2423;1.2131404;3914.4137452110704;5365.618238848298;6664.93012671285;3
2424;1.7548912;3514.9163690451996;4241.503125029801;4987.2061286045;6
2425;1.4325097;3008.198615068655;4247.2474660727685;5463.200010564604;2
2426;1.4669175;2780.6304310892992;3855.842319377991;4969.111014958839;2
2427;1.2816792;3067.893694145242;4176.881331315882;5318.365484943068;2
2428;1.4714031;3050.2067670879683;4205.284913138432;5370.598495203472;2
2429;1.3238431;2826.047394925869;4072.03262999025;5316.433432078427;2
2430;1.4297018;2593.892110889709;3733.331212756922;4901.234800734788;2
2431;1.5608615;2795.7148429349445;3926.516879652444;5089.406251277174;2
2432;1.199113;2111.481655388766;2938.4878822171668;3752.856394032837;8
2433;1.1935053;2097.1785573805146;2906.094261722148;3701.3252319575654;8
2434;1.2847838;2232.5440164157762;3019.9427941577133;3796.544515186593;8
2435;1.1970134;2175.651487480043;2972.468933188469;3759.634613633426;8
2436;1.2144693;2187.2123866891266;3004.001229155545;3809.426250464901;8
2437;1.2317384;2055.3516378150307;2868.4577152154516;3669.9921862001597;8
2438;1.2139524;1973.3145775993335;2737.857435482611;3497.052055696406;8
2439;1.1928524;2057.6042533757022;2829.2360555333184;3586.5157837873717;8
2440;1.1611665;2138.97254211513;2982.982615039122;3790.9230759083193;8
2441;1.1703563;1914.3059011777937;2793.807345674062;3637.3193521333683;8
2442;1.2408177;1906.6174132718368;2745.9817552085083;3567.914152471237;8
2443;1.1568495;2776.5114988745486;4024.2438716548704;5155.388138702408;0
2444;1.1940801;4098.184969178683;5686.142663660872;7032.378004951339;2
2445;1.2266347;3830.234846800553;5453.395984645542;6832.068890094889;2
2446;1.2313339;4046.4871190115487;5630.496648823416;6976.676869545885;2
2447;1.2390976;4025.2811327856216;5618.367674993806;6970.5087278084775;2
2448;1.200822;3698.665060068061;5310.212920074079;6691.999479935632;2
2449;1.2105736;3538.0201871257923;5153.222934402822;6537.053654126438;2
2450;1.1939846;4090.356648134088;5681.135680810827;7027.869566152971;2
2451;1.2021092;4036.400603514169;5638.91992715731;6994.607070647221;2
2452;1.3784661;1945.4784216523112;3260.0981515391195;4458.104149758617;9
2453;1.2437012;1719.7063711927417;2967.5754538256506;4144.63435847891;9
2454;1.2263374;1581.8644072656978;2800.4716722699795;3973.6679574089503;9
2455;1.1959295;1484.2925434941862;2722.813291537464;3915.8201592394867;9
2456;1.2406144;1498.7687173289169;2741.6040215641615;3933.0135847903666;9
2457;1.1561795;1624.6734298647646;2898.4295563908863;4103.895938862207;9
2458;1.186766;3287.0401635614617;4500.060760767172;5687.855704570463;7
2459;1.2153541;3636.7677911538244;4756.89449502282;5872.4987265993905;7
2460;1.2126347;3720.094217982907;4836.611274423828;5951.3866375570215;7
2461;1.2040471;3560.7954470030754;4688.1247484480355;5811.632896823449;7
2462;1.2086016;3477.813017350712;4621.885714186305;5756.162255267334;7
2463;1.1893021;2840.5216312361545;4117.308514379725;5372.930496526716;7
2464;1.1892419;3351.208770471633;4505.8520974544745;5647.984154405445;7
2465;1.1980326;3331.6290917445185;4510.26859216945;5679.361151446587;7
2466;1.218459;3512.923790496519;4693.697625953266;5865.180540199139;7
2467;1.1930512;3525.940937822089;4726.398650046609;5907.834801087233;7
2468;1.2081468;3342.1025189642796;4537.470612773137;5721.414752881815;7
2469;1.2141176;3409.989505183844;4593.2775353413945;5764.151140936201;7
2470;1.1990523;2932.2109013256318;4197.516529621964;5436.905642772469;7
2471;1.2027233;3259.381123610289;4447.861335065223;5629.459681353157;7
2472;1.1909705;3191.4091128677833;4397.186508143276;5593.132039411961;7
2473;1.18955;3109.9074464260616;4319.352567429845;5521.3363377733585;7
2474;1.164211;2915.7763493365596;4141.349734438893;5373.316266288723;7
2475;1.2229912;3302.454734282888;4482.111687739262;5656.1864546079105;7
2476;1.2212137;3569.5152956790735;4689.371550237446;5813.168746991366;7
2477;1.2025512;3533.326470241535;4659.381259922662;5786.145085182677;7
2478;1.1994215;3635.010694269718;4789.893277049005;5928.982940172464;7
2479;1.2499974;3203.29684430262;4437.640210573414;5643.90416669909;7
2480;1.2877786;3661.54081116074;4753.188807265887;5865.371353646657;7
2481;1.2601358;3391.011767114435;4569.804266231429;5741.381641991634;7
2482;1.2028992;3397.7124478075316;4581.954845367618;5755.908722107832;7
2483;1.1872874;3407.69026764851;4534.106703374008;5664.542636785188;7
2484;1.242917;3209.359279976881;4470.139636725014;5695.602042813224;7
2485;1.1924227;3373.964934563514;4546.084129550667;5713.228312584623;7
2486;1.1671019;3125.4432868728372;4302.441075552102;5478.832022587417;7
2487;1.1797984;2919.145034342392;4120.839566297638;5321.477216941528;7
2488;1.1972046;3227.357197546326;4440.131094505162;5634.18326394151;7
2489;1.1858689;3398.223668212183;4586.649626599407;5755.6141008648265;7
2490;1.1958041;3413.1048181898627;4577.059237408757;5731.40339645224;7
2491;1.2219268;3542.7044378079663;4657.055528826479;5774.910325447777;7
2492;1.2144462;3189.9917380729203;4491.9381612509815;5744.102460159327;7
2493;1.1987159;3794.6614003367554;4904.767034660856;6013.0231139127345;7
2494;1.188086;3556.993604093351;4728.433837906899;5887.881014278267;7
2495;1.1780117;3359.025883022407;4565.634271506685;5753.524684786719;7
2496;1.1785439;3303.788110887537;4519.560750667878;5710.4141107156765;7
2497;1.2040592;3630.087033824265;4769.54193730443;5900.070416145482;7
2498;1.2011665;3128.8555284831614;4443.044705529743;5704.815361295553;7
2499;1.1860906;3259.9585227403963;4424.58043899865;5593.378086243343;7
2500;1.1782438;3059.7983802633953;4273.38932467587;5477.275119299785;7
2501;1.1815904;3010.0858048446694;4219.232376700951;5428.385289776245;7
2502;1.172232;3019.942400080218;4237.113098664334;5453.612582874549;7
2503;1.1924976;3067.135434461825;4293.275139547979;5508.357360093207;7
2504;1.1991075;3037.8085537963707;4306.585017263271;5548.456447048959;7
2505;1.198576;3234.0054085350844;4454.033257919365;5653.603671197481;7
2506;1.1837096;3265.5973920899523;4488.510913236442;5688.423391200274;7
2507;1.1842363;3266.20162320646;4490.943260353041;5692.6623944910625;7
